-3.666140282155086538e+01,-4.111912132727599811e+01,-4.104388889888243597e+01,-4.318250910303449785e+01,-4.319031027621628027e+01,-4.053032821265237118e+01,-4.208706188303887075e+01,-4.028667748482889266e+01,-4.562017875360235308e+01,-3.914978362729150518e+01,-3.925384777508386946e+01,-4.211851442325362171e+01,-4.041080126036820275e+01,-4.123671422742894777e+01,-4.372938850691905088e+01,-3.823847359808513602e+01,-3.841751800977032616e+01,-4.506130210878506404e+01,-4.222589900643328065e+01,-4.482832223791145765e+01,-4.120330332307394627e+01,-4.116013637540326897e+01,-4.244761549102089049e+01,-4.049514741199073597e+01,-4.343458883306175977e+01,-4.298898409118534403e+01,-4.292015817794229804e+01,-4.540363027451783751e+01,-4.077704423075228846e+01,-4.169563810790267411e+01,-4.391496773054101510e+01,-4.081715052940662503e+01,-4.124313519603160927e+01,-3.919137022374811608e+01,-4.245402001199025932e+01,-4.158943467259661730e+01,-4.054346611555963165e+01,-4.069834768274630932e+01,-4.346715509839937397e+01,-4.357467993844375087e+01
-3.821811686420092258e+01,-3.898345246462893243e+01,-4.083858482147105917e+01,-4.116857565414910169e+01,-4.651568611175027002e+01,-4.349300869804730496e+01,-4.556806723496701750e+01,-3.749048936471143634e+01,-4.069878430132973079e+01,-4.384464169084473895e+01,-4.218007012480179441e+01,-4.735080732972323148e+01,-4.059585826539615283e+01,-4.584706515784532144e+01,-4.480229655927862353e+01,-4.305272897736369231e+01,-4.660445058020017228e+01,-4.598272456398547092e+01,-4.378032073411684877e+01,-3.931131800152517997e+01,-4.450337968152339130e+01,-3.526179661807284305e+01,-3.892788032911808926e+01,-3.909993008076400400e+01,-4.268122127010795452e+01,-4.580642757802012000e+01,-4.764340622158644578e+01,-4.063546889391862749e+01,-4.183808126192742805e+01,-4.066903148077264518e+01,-4.813484835770992731e+01,-3.697794493532451554e+01,-4.102014639989316436e+01,-4.124115567877279886e+01,-4.220728187590091096e+01,-4.244729306305266903e+01,-4.087334461115221984e+01,-3.803494132317351273e+01,-3.840590799532165533e+01,-3.991222258256213706e+01
-3.769228806210226423e+01,-4.083193181708912078e+01,-3.883357436911025928e+01,-4.085721669834315151e+01,-4.330839662475877105e+01,-3.917090819301930793e+01,-4.217735237912641111e+01,-3.940797891070285175e+01,-3.910283221476314708e+01,-4.982748019246118076e+01,-4.424968769243350408e+01,-4.496531582739892485e+01,-3.799925241986579039e+01,-5.050269369105008366e+01,-4.326331212495637146e+01,-4.670869659111829719e+01,-4.299258616140005529e+01,-4.377133874253877366e+01,-4.418450809090004583e+01,-3.959029694847002645e+01,-4.248763051390918832e+01,-4.144542097359548904e+01,-3.414315229574611266e+01,-4.004627559255335711e+01,-4.023718446005082683e+01,-3.931943467242194146e+01,-4.520818657837118337e+01,-4.388346246841529563e+01,-3.608056452272766990e+01,-4.072664371631098845e+01,-4.784244898096692822e+01,-4.448765430060335291e+01,-3.943660636362798044e+01,-3.680178808848272354e+01,-4.156719087423547165e+01,-3.560540956864365825e+01,-4.207825727296130225e+01,-4.160273762428422373e+01,-3.074687240841442204e+01,-4.081485644432412840e+01
-4.267816225401464436e+01,-4.207438378886450181e+01,-3.935798231561434335e+01,-4.742568162013720467e+01,-4.064951187581889513e+01,-3.768103465979716304e+01,-4.778083687726546458e+01,-5.014342340046397339e+01,-4.806478921613549460e+01,-5.240525396759020538e+01,-3.957449289929047609e+01,-4.653225802457291138e+01,-4.970084447995127874e+01,-3.950275451162778495e+01,-4.493373374191764213e+01,-4.228321680930526583e+01,-4.329704667187443334e+01,-4.526948437854917984e+01,-3.451164971763871137e+01,-3.178169005282905957e+01,-3.765331318515900705e+01,-4.550166333527865703e+01,-3.895082574229334682e+01,-4.519493475563330520e+01,-4.804363276939449889e+01,-4.709880011540206368e+01,-4.577872804093319559e+01,-4.940252685500747987e+01,-4.550938619151798292e+01,-4.257728626075964229e+01,-3.977911447816187973e+01,-4.080655145959717345e+01,-4.993135795009239786e+01,-4.585078252315648939e+01,-4.666871046383143096e+01,-4.625935608855127157e+01,-5.201512688317739475e+01,-4.392312278446693341e+01,-3.279517553603151470e+01,-5.150841276334499952e+01
-4.488418789086669847e+01,-3.865588604580360510e+01,-3.889741260180715443e+01,-3.301387770826683976e+01,-4.112911245234518987e+01,-3.578802832274192980e+01,-4.623926740503377886e+01,-5.079371464587487139e+01,-4.656011925413864816e+01,-5.120109695884427481e+01,-3.854102945259431579e+01,-4.990803903156714938e+01,-4.855462396986575868e+01,-3.922565371628962794e+01,-4.038112822692269077e+01,-4.047799801745217252e+01,-3.478437401431298071e+01,-2.411880449706712426e+01,-2.045059827552116261e+01,-1.905665910532953689e+01,-2.355512238990975860e+01,-3.664817470554978485e+01,-4.370177476542014716e+01,-4.715679064731807557e+01,-4.433744628731220416e+01,-5.098446636648679942e+01,-3.883178850972653606e+01,-4.315774390875135680e+01,-4.719472846146820189e+01,-4.629362749509697039e+01,-4.080171109470681046e+01,-4.263034585376522756e+01,-4.940275967780096522e+01,-4.478738973310043292e+01,-5.099672601234397717e+01,-4.671235340446533968e+01,-4.869939855027055131e+01,-4.512595531032286544e+01,-3.389997550457366771e+01,-4.241811587545807072e+01
-4.468143938330955933e+01,-2.665084540770321908e+01,-1.407884419090597028e+01,-2.315945372644906541e+01,-4.815408391112534758e+01,-3.949679261018991383e+01,-4.807428036841812968e+01,-3.930109030575108875e+01,-3.664708989162589603e+01,-4.888242308994772145e+01,-3.282855015614125449e+01,-4.820296693395072651e+01,-5.081564328733103508e+01,-4.234521454245814454e+01,-3.621451089198130546e+01,-2.202861991162742683e+01,-1.293210288336015523e+01,-1.371791494807432166e+01,-1.895094494109348915e+01,-1.940087159535691796e+01,-2.219527094992066552e+01,-3.313173474520622364e+01,-4.612015900162539594e+01,-4.953647933247012247e+01,-4.819785126535841613e+01,-4.693779422037481197e+01,-3.948000753329672818e+01,-3.893825766700169311e+01,-4.845744648885457906e+01,-3.917484577299786963e+01,-3.998676276982816802e+01,-3.704079022239798746e+01,-4.015477033249329253e+01,-3.866710354214051648e+01,-4.178067586757086360e+01,-4.362671055244872775e+01,-4.205133996606987523e+01,-3.007358520425522386e+01,-2.561871234719724910e+01,-1.798449896602397402e+01
-3.384812922691997272e+01,-1.925404545120597888e+01,-1.474183370465348553e+01,-2.442095906516179937e+01,-5.629302809877607672e+01,-3.976217818824877526e+01,-4.664217155150417682e+01,-2.543434795584611052e+01,-3.931847563815063040e+01,-4.769850518268113149e+01,-3.527473082805081361e+01,-4.937587787411909801e+01,-4.703469714712037586e+01,-3.579253512541064453e+01,-2.646513188473175404e+01,-1.067085075517042370e+01,-5.910950968676392137e+00,-2.185023304882679440e+01,-3.494397428909973513e+01,-3.447650350524916973e+01,-3.295456475440221311e+01,-4.055447694928899693e+01,-4.345418817310510207e+01,-4.821298526419524677e+01,-5.107570784234066252e+01,-5.004052176035632016e+01,-3.418699975878066510e+01,-2.001962217128195931e+01,-3.439538984051188208e+01,-4.030047703078921018e+01,-3.471586243092857416e+01,-3.750791633650498369e+01,-3.848758939086791031e+01,-3.705916393097454886e+01,-2.740347195227737487e+01,-2.929964802391263845e+01,-2.965570558454373540e+01,-2.086646729334457007e+01,-8.939016270381074492e+00,-2.974573024214421046e+00
-1.880243474650258406e+01,-1.028347289229690276e+01,-2.234154840600932701e+01,-3.503739276355824472e+01,-5.141989404199972569e+01,-3.589728032709072636e+01,-4.257832171845588931e+01,-1.546199163819291122e+01,-1.586543770359404704e+01,-2.336036558622698323e+01,-2.965975232112109694e+01,-4.338602822853098218e+01,-3.932783431377981742e+01,-2.083964273247779531e+01,-4.090382069583517577e+00,-2.822270996953007316e+00,-1.393048190574323542e+01,-3.469459934825005831e+01,-4.613551043761794546e+01,-4.422399889792561822e+01,-4.638990127904245497e+01,-4.524162554897463906e+01,-4.508839842873103976e+01,-5.238881319205746223e+01,-4.776034139868842487e+01,-5.415263693183973714e+01,-2.849844935724705408e+01,-7.623821395179843918e+00,-1.218803274886462518e+01,-2.283616726278424736e+01,-3.211469170136694373e+01,-3.413402652971960549e+01,-2.103742890036187418e+01,-1.261396807058740066e+01,-6.880816060359244979e+00,-5.217473320533548176e+00,-5.173105308070944375e+00,-5.710684352007803000e+00,-1.027001176397359217e+00,-3.790055535925997532e+00
-1.383060264220161173e+01,-1.783205871823808764e+01,-3.564985312471667811e+01,-3.787254032088771538e+01,-4.673566225287711262e+01,-3.589051546156262873e+01,-4.361174748849770566e+01,-1.162505298089563510e+01,-3.546778918038383299e+00,-3.681539563318373176e+00,-1.462543331601837160e+01,-3.454197644182672633e+01,-3.062147609202238385e+01,-9.484085726877154343e+00,-2.032006972911529097e+00,-9.816294226096866637e+00,-2.832127709914319880e+01,-4.353116051712301271e+01,-4.162485435423052138e+01,-4.309743096576081456e+01,-4.539439459208667671e+01,-4.855105744469926776e+01,-5.231078597522262186e+01,-5.313872755596923980e+01,-5.963805819852417756e+01,-5.784285973925901203e+01,-2.816009226729077497e+01,-1.182953938220606460e+01,-7.372511943882640750e+00,-1.056162973957578188e+01,-1.029073873394011329e+01,-9.621929391984357594e+00,-6.139107783882051805e+00,-8.376012080519625869e+00,-6.468142698029792470e+00,-9.092530396491710576e+00,-2.689775131013651510e+00,-8.997073049068436745e+00,-1.219643590793110555e+01,-1.961219387775432210e+01
-1.592982001055968233e+01,-3.085067574942356217e+01,-3.602531427427592803e+01,-4.180266305689800532e+01,-4.762386245223338932e+01,-3.701002787100917857e+01,-4.316395061800505317e+01,-1.218492406134406636e+01,-2.791959672209860521e+00,-6.572435010683216339e-01,-4.055675641640063667e+00,-8.281486030613455895e+00,-3.448515858441274951e+00,-4.891958209418246994e+00,-4.913021447002797970e+00,-2.647631405217300937e+01,-3.648719974527959664e+01,-3.157312800481188830e+01,-1.692247632319948636e+01,-1.370140621114735069e+01,-2.007153808214320634e+01,-4.733724381243151669e+01,-5.658470825168948437e+01,-5.371590120460670903e+01,-5.103602422928574356e+01,-5.723572269978308924e+01,-3.320885543474550161e+01,-2.455262849192685337e+01,-8.371844664935036207e+00,-2.510131980775505589e+00,-1.132768071566784496e+00,-4.373102150673225275e+00,-6.490320148761467678e+00,-1.433845937236335288e+01,-2.168238186378888344e+01,-2.198446325548987446e+01,-1.544327463811115742e+01,-2.132073641935173214e+01,-2.289142232626518947e+01,-3.626741034978870459e+01
